language,fname,mname,lname,DOB,street,postal_code,city,state,country_code,drivers_license,ss,occupation,phone_home,phone_biz,phone_contact,phone_cell,status,contact_relationship,date,sex,email,email_direct,ethnoracial,race,ethnicity,religion,family_size,monthly_income,homeless,pid,county,sexual_orientation,gender_identity,street_line_2,preferred_name,nationality_country
Español,Ian,Javier,BURGOA,1981-08-02,PARÍS1650,22054,Tijuana,Baja California,MEX,BC784771352,79690767474,Profesional de ventas técnicas y médicas,+52(664)4400695,+52(664)5819076,+52(664)5246011,+52(664)8404645,Divorciad@,,2022-10-12,Rather not say,orellanaluz@yahoo.com,orellanaluz@yahoo.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin religión,Tres,29637,Verdadero,439,Tijuana,Bisexual,Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Javier,México
Español,Luis,Rodrigo,TECUANHUEY,1952-06-03,PARÍS1650,22054,Tijuana,Baja California,MEX,BC816916200,65927969132,Orfebre,+52(664)5411089,+52(664)2143969,+52(664)4450047,+52(664)8720536,Separad@,,2013-11-27,Rather not say,ariadnasevilla@yahoo.com,ariadnasevilla@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin adscripción religiosa (creyente),Cuatro,29637,Falso,440,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Rodrigo,México
Español,Fabiola,Luz,AGRAZ,1994-01-04,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC452952571,81882007073,Fontanero,+52(664)8421347,+52(664)4155883,+52(664)5523604,+52(664)3500012,Separad@,,2009-12-27,Female,jdominguez@gmail.com,jdominguez@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Protestante/Cristiano evangélico,Tres,29637,Falso,441,Tijuana,"Something else, please describe","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Fabiola,México
Español,Rosario,Daniela,LOGAN,1951-12-14,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC974727002,55111739094,Supervisor en ingeniería de minas,+52(664)5309735,+52(664)8534145,+52(664)2033713,+52(664)2669205,UniÃ³n libre,,2016-09-27,Female,vallejodolores@yahoo.com,vallejodolores@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Protestante/Cristiano evangélico,Cinco,29637,Falso,442,Tijuana,Bisexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Rosario,México
Español,Jose,David,PREN,1962-04-03,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC775476554,39832330532,Ebanista,+52(664)6700530,+52(664)6524841,+52(664)9054983,+52(664)1387019,UniÃ³n libre,,2014-03-30,Rather not say,roldanpaulina@yahoo.com,roldanpaulina@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Cinco,29637,Verdadero,443,Tijuana,Straight or heterosexual,Identifies as Male,CAÑÓN DEL PADRE,David,México
Español,Luis,Gael,ARRIETA,1975-10-06,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC474453592,47456849687,Labrante,+52(664)7652213,+52(664)8360098,+52(664)4492555,+52(664)9782232,Casad@,,2011-05-22,Male,mcasas@hotmail.com,mcasas@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Católica,Cuatro,29637,Verdadero,444,Tijuana,Bisexual,Identifies as Male,CAÑÓN DEL PADRE,Luis,México
Español,Katia,Nicole,RAYMUNDO,1964-12-16,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC506226839,92508449060,Ingeniero electrónico,+52(664)7331031,+52(664)8218834,+52(664)5024495,+52(664)3794218,Solter@,,2007-05-25,Female,mercedes26@gmail.com,mercedes26@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Católica,Tres,29637,Verdadero,445,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Nicole,México
Español,Roberto,Manuel,ALONZO,1968-02-29,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC650388562,43406222307,Profesional de enfermería,+52(664)6024670,+52(664)6924925,+52(664)9062780,+52(664)5535380,Separad@ legalmente,,2003-05-25,Rather not say,oliveraeduardo@hotmail.com,oliveraeduardo@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Tres,29637,Verdadero,446,Tijuana,"Something else, please describe","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Roberto,México
Español,Alberto,Carlos,CANTOR,1968-06-29,PARÍS1650,22054,Tijuana,Baja California,MEX,BC548809959,54882110783,Agente de compras,+52(664)4261898,+52(664)7926697,+52(664)9882492,+52(664)2958905,Solter@,,2007-12-25,Male,jonas63@yahoo.com,jonas63@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin religión,Tres,29637,Falso,447,Tijuana,"Something else, please describe",Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Alberto,México
Español,Gabriel,Alejandro,HERREJON,1959-03-03,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC275763447,25185228845,Vendedor ambulantes de productos comestibles,+52(664)7820643,+52(664)1062578,+52(664)5610751,+52(664)6692073,Casad@,,2024-11-01,Male,davidquiroz@gmail.com,davidquiroz@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Protestante/Cristiano evangélico,Tres,29637,Falso,448,Tijuana,"Lesbian, gay or homosexual",Identifies as Male,CAÑÓN DEL PADRE,Gabriel,México
Español,Gabriel,Antonio,DEGALES,1971-03-18,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC412802540,99586057400,Peletero,+52(664)8652005,+52(664)7234958,+52(664)3709743,+52(664)6368254,Solter@,,2001-02-24,Male,angel81@yahoo.com,angel81@yahoo.com,Caucásica/o,Caucásica/o,Caucásica/o,Protestante/Cristiano evangélico,Cinco,29637,Verdadero,449,Tijuana,Bisexual,Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Antonio,México
Español,Grecia,Katia,LAGUI,1986-07-27,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC613304980,37693824973,Profesor de universidades y de la enseñanza superior,+52(664)5827206,+52(664)5477729,+52(664)3654634,+52(664)2419998,Separad@,,2016-09-01,Female,dulce-maria16@hotmail.com,dulce-maria16@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Católica,Tres,29637,Verdadero,450,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Katia,México
Español,Liam,Ethan,URIA,2002-09-21,PARÍS1650,22054,Tijuana,Baja California,MEX,BC404179375,23778559254,Alfarero,+52(664)9105141,+52(664)4013188,+52(664)7335153,+52(664)6840127,UniÃ³n libre,,2019-10-17,Rather not say,diegoherrera@yahoo.com,diegoherrera@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Otras religiones,Tres,29637,Falso,451,Tijuana,"Lesbian, gay or homosexual",Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Ethan,México
Español,Leslie,Paloma,Y ROMERO,1989-06-21,PARÍS1650,22054,Tijuana,Baja California,MEX,BC454286791,90785703977,Pescadero,+52(664)5132240,+52(664)6118776,+52(664)8137751,+52(664)2844268,Separad@,,2006-11-29,Female,guillermocorrales@hotmail.com,guillermocorrales@hotmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Otras religiones,Cuatro,29637,Verdadero,452,Tijuana,"Something else, please describe",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN ALTAMIRA GUERRERO,Leslie,México
Español,Alexis,Miguel,Y SANCHEZ,2003-02-06,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC623344373,19615429313,Director de servicios de tecnología de la información y las comunicaciones,+52(664)6327484,+52(664)6885546,+52(664)6621716,+52(664)2529531,Viud@,,2024-06-09,Male,celiacazares@yahoo.com,celiacazares@yahoo.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin religión,Cinco,29637,Verdadero,453,Tijuana,"Lesbian, gay or homosexual",Identifies as Male,CAÑÓN DEL PADRE,Miguel,México
Español,Alison,Sofia,MORANTE,1955-02-23,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC855975543,84216065940,Gerente general,+52(664)7593575,+52(664)6852118,+52(664)4996804,+52(664)2912976,Viud@,,2009-06-22,Female,cristaltejada@yahoo.com,cristaltejada@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Protestante/Cristiano evangélico,Cinco,29637,Verdadero,454,Tijuana,Bisexual,Identifies as Male,CAÑÓN DEL PADRE,Sofia,México
Español,Sofia,Estrella,TIRZO,1963-10-24,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC132448071,20600737058,Pescador de alta mar,+52(664)7126480,+52(664)1752902,+52(664)6793683,+52(664)8329726,UniÃ³n libre,,2010-06-18,Female,natalia45@hotmail.com,natalia45@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Protestante/Cristiano evangélico,Cuatro,29637,Falso,455,Tijuana,"Something else, please describe","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Estrella,México
Español,Alina,Esperanza,TLATILPA,1948-12-11,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC833276492,18749279685,Operador de máquinas para fabricar productos de caucho,+52(664)6587560,+52(664)5457294,+52(664)3742131,+52(664)6777093,UniÃ³n libre,,2018-12-02,Female,ignaciopolanco@hotmail.com,ignaciopolanco@hotmail.com,Indígena,Indígena,Indígena,Católica,Tres,29637,Falso,456,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Esperanza,México
Español,Angela,Isabela,ISAS,1977-01-27,PARÍS1650,22054,Tijuana,Baja California,MEX,BC347128386,69524741829,Director de servicios de bienestar social,+52(664)5309653,+52(664)4632395,+52(664)5960869,+52(664)2313609,UniÃ³n libre,,2016-08-17,Rather not say,emadrid@hotmail.com,emadrid@hotmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Católica,Tres,29637,Falso,457,Tijuana,Straight or heterosexual,Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN ALTAMIRA GUERRERO,Isabela,México
Español,Jesus,Emiliano,VIVANCO,1956-12-20,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC341543863,65029221994,Conductor de motocicletas,+52(664)3232437,+52(664)4485843,+52(664)8084823,+52(664)5386993,Separad@ legalmente,,2011-12-16,Male,bpelayo@gmail.com,bpelayo@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Católica,Cinco,29637,Verdadero,458,Tijuana,"Something else, please describe",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Jesus,México
Español,Lesly,Ximena,TILAN,1977-02-05,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC043857771,99521466989,Técnico agropecuario,+52(664)2312718,+52(664)7559795,+52(664)5369447,+52(664)6731660,Solter@,,2015-03-15,Female,ogallegos@hotmail.com,ogallegos@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Cuatro,29637,Verdadero,459,Tijuana,"Something else, please describe","Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Ximena,México
Español,Franco,Sergio,ARBEU,1952-01-26,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC082824340,82556173159,Administrador de bases de datos,+52(664)3747432,+52(664)7028501,+52(664)3562945,+52(664)4388610,Viud@,,2004-04-19,Male,arriagagabriela@gmail.com,arriagagabriela@gmail.com,Indígena,Indígena,Indígena,Sin religión,Tres,29637,Falso,460,Tijuana,"Something else, please describe",Identifies as Male,CAÑÓN DEL PADRE,Sergio,México
Español,Axel,Iker,ESCARE#O,1978-06-04,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC047957926,52223489288,Patronista y cortador de tela,+52(664)8728465,+52(664)7487736,+52(664)1162750,+52(664)6170819,UniÃ³n libre,,2024-06-15,Male,gerardorojo@gmail.com,gerardorojo@gmail.com,Indígena,Indígena,Indígena,Católica,Cuatro,29637,Verdadero,461,Tijuana,"Lesbian, gay or homosexual","Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Iker,México
Español,Vanesa,Angela,ZIMBRON,1995-03-09,PARÍS1650,22054,Tijuana,Baja California,MEX,BC972562025,34116206821,Ebanista,+52(664)6501243,+52(664)1561589,+52(664)3147664,+52(664)8484931,Solter@,,2002-09-17,Rather not say,claudiacorral@yahoo.com,claudiacorral@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Tres,29637,Falso,462,Tijuana,"Something else, please describe",Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Angela,México
Español,Angel,Alejandro,SAMBERINO,1947-06-22,PARÍS1650,22054,Tijuana,Baja California,MEX,BC393681617,84578193546,Empleado de control de abastecimientos e inventario,+52(664)5391168,+52(664)7687379,+52(664)7420993,+52(664)3139364,Separad@ legalmente,,2023-01-02,Rather not say,victoria90@yahoo.com,victoria90@yahoo.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Cuatro,29637,Verdadero,463,Tijuana,Straight or heterosexual,Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Angel,México
Español,Guadalupe,Beatriz,PADIERNA,2004-08-04,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC199117888,65181539787,Periodista,+52(664)8526246,+52(664)8463900,+52(664)9875190,+52(664)4039796,Casad@,,2007-12-23,Female,eordonez@hotmail.com,eordonez@hotmail.com,Indígena,Indígena,Indígena,Sin religión,Cuatro,29637,Falso,464,Tijuana,"Something else, please describe",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Beatriz,México
Español,Camilo,Gael,PAREDEZ,1969-02-12,PARÍS1650,22054,Tijuana,Baja California,MEX,BC133784803,10310518542,Analista de gestión y organización,+52(664)3733774,+52(664)2379404,+52(664)3840574,+52(664)4807911,UniÃ³n libre,,2017-01-15,Rather not say,guillermina16@hotmail.com,guillermina16@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin religión,Cuatro,29637,Verdadero,465,Tijuana,Straight or heterosexual,"Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Camilo,México
Español,Sarah,Edith,SALIM,1963-12-23,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC295049038,54827899474,Inspector de fronteras,+52(664)6484200,+52(664)8392937,+52(664)1630796,+52(664)9882364,Separad@ legalmente,,2024-09-11,Rather not say,tcamarillo@gmail.com,tcamarillo@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Católica,Cinco,29637,Falso,466,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Edith,México
Español,Lucia,Isela,CEA,1985-01-23,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC140094756,72531791043,Cuidador de niños,+52(664)3103904,+52(664)8982754,+52(664)8190765,+52(664)4224150,Viud@,,2022-11-08,Female,maria-cristinaaguilera@gmail.com,maria-cristinaaguilera@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin adscripción religiosa (creyente),Tres,29637,Falso,467,Tijuana,Straight or heterosexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Isela,México
Español,Galilea,Angela,OVANDO,1965-05-18,PARÍS1650,22054,Tijuana,Baja California,MEX,BC754591736,37187564077,Cocinero,+52(664)4764813,+52(664)2844066,+52(664)5233728,+52(664)7209220,UniÃ³n libre,,2012-11-30,Female,olivia25@gmail.com,olivia25@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Católica,Cuatro,29637,Falso,468,Tijuana,"Lesbian, gay or homosexual","Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Galilea,México
Español,Carlos,Leonardo,FAVILA,1952-03-27,PARÍS1650,22054,Tijuana,Baja California,MEX,BC122283936,89875348073,Profesional de la protección medioambiental,+52(664)2377698,+52(664)7832765,+52(664)6442198,+52(664)8841058,Separad@,,2024-03-11,Male,iguillen@hotmail.com,iguillen@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin adscripción religiosa (creyente),Cuatro,29637,Falso,469,Tijuana,Bisexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Carlos,México
Español,Lucero,Fernanda,OROPEZA,1976-10-06,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC629467580,26031952877,Recepcionista,+52(664)2186428,+52(664)8590863,+52(664)4319382,+52(664)9397617,Solter@,,2021-08-01,Rather not say,mariana44@gmail.com,mariana44@gmail.com,Indígena,Indígena,Indígena,Sin adscripción religiosa (creyente),Cinco,29637,Falso,470,Tijuana,"Lesbian, gay or homosexual","Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Fernanda,México
Español,Jose,Carlos,HUICOZA,1961-10-15,PARÍS1650,22054,Tijuana,Baja California,MEX,BC676116769,34047744569,Peletero,+52(664)1984045,+52(664)3775303,+52(664)4851978,+52(664)1361964,Divorciad@,,2007-10-06,Rather not say,cornelio93@yahoo.com,cornelio93@yahoo.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Sin religión,Cuatro,29637,Falso,471,Tijuana,"Something else, please describe","Additional gender category or other, please specify",CAÑÓN ALTAMIRA GUERRERO,Carlos,México
Español,Andres,Ismael,ARGAEZ,1986-11-10,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC796105348,48238606247,"Técnico en galerías de arte, museos y bibliotecas",+52(664)5044712,+52(664)9017328,+52(664)7722260,+52(664)5528894,Casad@,,2002-12-24,Male,anavallejo@yahoo.com,anavallejo@yahoo.com,Mestiza/o,Mestiza/o,Mestiza/o,Católica,Cuatro,29637,Falso,472,Tijuana,Straight or heterosexual,"Additional gender category or other, please specify",CAÑÓN DEL PADRE,Ismael,México
Español,Ian,Mathias,DEBLE,1964-01-22,PARÍS1650,22054,Tijuana,Baja California,MEX,BC762565658,80617617081,Instalador y reparador en tecnología de la información y las comunicaciones,+52(664)9644799,+52(664)5249568,+52(664)5514150,+52(664)5283012,Solter@,,2001-01-17,Male,lermamayte@hotmail.com,lermamayte@hotmail.com,Indígena,Indígena,Indígena,Protestante/Cristiano evangélico,Cuatro,29637,Falso,473,Tijuana,"Something else, please describe",Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Ian,México
Español,Lorenzo,Daniel,SALDA!A,1952-10-12,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC195165257,50241178362,Agente de seguros,+52(664)2085492,+52(664)2879268,+52(664)8751635,+52(664)4529419,Divorciad@,,2023-08-22,Male,zambranozacarias@hotmail.com,zambranozacarias@hotmail.com,Indígena,Indígena,Indígena,Otras religiones,Cinco,29637,Falso,474,Tijuana,Straight or heterosexual,"Additional gender category or other, please specify",CAÑÓN DEL PADRE,Lorenzo,México
Español,Valeria,Karen,CANGAS,1996-08-17,PARÍS1650,22054,Tijuana,Baja California,MEX,BC581536830,54487054105,Cajero,+52(664)7003891,+52(664)9470849,+52(664)4626020,+52(664)1690406,Casad@,,2002-09-12,Female,conchitarojas@gmail.com,conchitarojas@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Católica,Cinco,29637,Verdadero,475,Tijuana,"Something else, please describe",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN ALTAMIRA GUERRERO,Karen,México
Español,Alejandro,Noe,PEÑUÑURI,1948-12-04,PARÍS1650,22054,Tijuana,Baja California,MEX,BC025555751,09631889566,Tronzador,+52(664)3167107,+52(664)9084955,+52(664)8780898,+52(664)8778128,Casad@,,2020-01-26,Male,cbeltran@yahoo.com,cbeltran@yahoo.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Tres,29637,Falso,476,Tijuana,Straight or heterosexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Alejandro,México
Español,Lia,Lia,INGRAM,1955-01-22,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC293442688,08980126323,Decorador de interior,+52(664)5065618,+52(664)3476846,+52(664)2007946,+52(664)3493728,Divorciad@,,2021-09-20,Rather not say,violeta50@gmail.com,violeta50@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Protestante/Cristiano evangélico,Cinco,29637,Verdadero,477,Tijuana,"Something else, please describe",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN DEL PADRE,Lia,México
Español,Alejandro,Sergio,COMPARAN,1987-04-25,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC603046960,57119349298,Abogado,+52(664)9827761,+52(664)4878042,+52(664)1496620,+52(664)9102663,UniÃ³n libre,,2018-04-08,Rather not say,barbara12@hotmail.com,barbara12@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin adscripción religiosa (creyente),Cinco,29637,Falso,478,Tijuana,"Lesbian, gay or homosexual","Additional gender category or other, please specify",CAÑÓN DEL PADRE,Sergio,México
Español,Monserrat,Elena,PANI,1944-04-22,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC755155827,53049780215,Curtidor,+52(664)6409095,+52(664)9663126,+52(664)6880357,+52(664)6491157,Solter@,,2000-10-28,Female,sdavila@gmail.com,sdavila@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Protestante/Cristiano evangélico,Cinco,29637,Falso,479,Tijuana,"Lesbian, gay or homosexual",Male-to-Female (MTF)/Transgender Female/Trans Woman,CAÑÓN DEL PADRE,Monserrat,México
Español,Leonardo,Juan,RODRIGUEZ,2002-10-18,PARÍS1650,22054,Tijuana,Baja California,MEX,BC047623568,14685785330,Operador de instalaciones de procesamiento de la madera,+52(664)1613922,+52(664)7084380,+52(664)5609288,+52(664)6700490,Separad@ legalmente,,2018-01-13,Male,molinaramon@hotmail.com,molinaramon@hotmail.com,Indígena,Indígena,Indígena,Sin adscripción religiosa (creyente),Cinco,29637,Falso,480,Tijuana,Bisexual,"Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Juan,México
Español,Santiago,Carlos,CANTABRANA,1968-07-15,PARÍS1650,22054,Tijuana,Baja California,MEX,BC751869214,62350441424,Agente de aduanas,+52(664)5285121,+52(664)7751552,+52(664)2452399,+52(664)2922908,Divorciad@,,2004-02-23,Male,csoliz@hotmail.com,csoliz@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Cuatro,29637,Verdadero,481,Tijuana,Bisexual,Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Carlos,México
Español,Gabriel,Alejandro,ATENCO,1972-12-31,PARÍS1650,22054,Tijuana,Baja California,MEX,BC305040158,63789976709,Minero,+52(664)4503854,+52(664)3151498,+52(664)6227731,+52(664)2685490,UniÃ³n libre,,2020-07-23,Rather not say,kbravo@gmail.com,kbravo@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Sin religión,Cuatro,29637,Verdadero,482,Tijuana,"Lesbian, gay or homosexual",Identifies as Male,CAÑÓN ALTAMIRA GUERRERO,Gabriel,México
Español,Alejandro,Christian,DAMAZO,1946-05-24,PARÍS1650,22054,Tijuana,Baja California,MEX,BC930852829,98258025018,Alfarero,+52(664)6796957,+52(664)7796529,+52(664)2955434,+52(664)1650470,Divorciad@,,2022-12-17,Male,guadalupe79@gmail.com,guadalupe79@gmail.com,Afrodescendiente,Afrodescendiente,Afrodescendiente,Otras religiones,Tres,29637,Falso,483,Tijuana,Straight or heterosexual,"Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Christian,México
Español,Grettel,Samadhi,BANDO,1967-05-02,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC258593044,83750034668,Techador,+52(664)5788162,+52(664)6981422,+52(664)4825794,+52(664)7154637,Divorciad@,,2007-04-06,Female,matageorgina@hotmail.com,matageorgina@hotmail.com,Indígena,Indígena,Indígena,Otras religiones,Cuatro,29637,Verdadero,484,Tijuana,"Something else, please describe",Identifies as Male,CAÑÓN DEL PADRE,Grettel,México
Español,Guadalupe,Perla,POCEROS,1980-07-15,PARÍS1650,22054,Tijuana,Baja California,MEX,BC034248317,70426362144,Empleado del servicio de personal,+52(664)9846043,+52(664)9268230,+52(664)4356906,+52(664)2079979,Separad@ legalmente,,2022-11-06,Rather not say,rgiron@hotmail.com,rgiron@hotmail.com,Indígena,Indígena,Indígena,Otras religiones,Cuatro,29637,Verdadero,485,Tijuana,Straight or heterosexual,Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Perla,México
Español,Mia,Sandra,TORNES,1958-07-08,PARÍS1650,22054,Tijuana,Baja California,MEX,BC736762034,32025552756,Parquetero y colocador de suelos,+52(664)1538755,+52(664)1305561,+52(664)9546237,+52(664)5325528,Solter@,,2007-02-27,Rather not say,zolivo@yahoo.com,zolivo@yahoo.com,Indígena,Indígena,Indígena,Sin religión,Cinco,29637,Falso,486,Tijuana,"Lesbian, gay or homosexual",Identifies as Female,CAÑÓN ALTAMIRA GUERRERO,Sandra,México
Español,Jose,Armando,FIOL,1945-02-13,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC793151054,34900042325,Sombrerero,+52(664)8072565,+52(664)5281642,+52(664)3891990,+52(664)9842777,UniÃ³n libre,,2007-08-08,Rather not say,ocortes@hotmail.com,ocortes@hotmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Sin adscripción religiosa (creyente),Cinco,29637,Falso,487,Tijuana,Straight or heterosexual,"Genderqueer, neither exclusively male nor female",CAÑÓN DEL PADRE,Jose,México
Español,Monica,Maria,GARZON,1960-07-10,PARÍS1650,22054,Tijuana,Baja California,MEX,BC787736819,70170056512,Operador de maquinaria agrícola y forestal móvil,+52(664)9960712,+52(664)4121656,+52(664)8608566,+52(664)3303126,Divorciad@,,2019-08-24,Female,luis27@hotmail.com,luis27@hotmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Protestante/Cristiano evangélico,Cinco,29637,Verdadero,488,Tijuana,"Something else, please describe","Genderqueer, neither exclusively male nor female",CAÑÓN ALTAMIRA GUERRERO,Maria,México
Español,Daniel,Pablo,AVI%A,1953-07-10,CAÑON DEL PADRESN,22203,Tijuana,Baja California,MEX,BC122391184,53395222762,Coreógrafo,+52(664)6904527,+52(664)2998655,+52(664)9253343,+52(664)6010336,Divorciad@,,2016-10-17,Male,vanesasaldana@gmail.com,vanesasaldana@gmail.com,Caucásica/o,Caucásica/o,Caucásica/o,Otras religiones,Cinco,29637,Falso,489,Tijuana,Bisexual,Identifies as Male,CAÑÓN DEL PADRE,Daniel,México
Español,Uriel,Luis,PINEDO,1964-04-20,PARÍS1650,22054,Tijuana,Baja California,MEX,BC297222392,93409992240,Laminador de vidrio,+52(664)9143076,+52(664)8176317,+52(664)8517325,+52(664)1146952,Separad@,,2007-10-07,Rather not say,hvelez@gmail.com,hvelez@gmail.com,Mestiza/o,Mestiza/o,Mestiza/o,Otras religiones,Cinco,29637,Falso,490,Tijuana,"Something else, please describe",Female-to-Male (FTM)/Transgender Male/Trans Man,CAÑÓN ALTAMIRA GUERRERO,Uriel,México
